"{""richText"":[{""font"":{""bold"":true,""size"":8,""color"":{}},""text"":""Note: ""},{""font"":{""size"":8,""color"":{}},""text"":""The data and information in this document is reflective of a hypothetical situation and client. This document is to be used for KPMG Virtual Internship purposes only. ""}]}",,,,,,,,,,,,
"transaction_id","product_id","customer_id","transaction_date","online_order","order_status","brand","product_line","product_class","product_size","list_price","standard_cost","product_first_sold_date"
"12327","100","1417","42776",,"Approved","Trek Bicycles","Standard","medium","small","1386.84","1234.29","39880"
"12328","17","414","42909",,"Approved","WeareA2B","Touring","medium","large","1362.99","57.74","34079"
"12329","3","2108","42790","1","Approved","Trek Bicycles","Standard","medium","large","2091.47","388.92","39298"
"12330","69","464","42830","1","Approved","Giant Bicycles","Road","medium","medium","792.9","594.68","40553"
"12331","69","1314","43062",,"Cancelled","Giant Bicycles","Road","medium","medium","792.9","594.68","38859"
"12332","50","2884","43062",,"Cancelled","WeareA2B","Standard","medium","small","175.89","131.92","37668"
"12333","5","243","42809","1","Approved","Giant Bicycles","Standard","high","medium","1129.13","677.48","38258"
"12334","0","2266","42838",,"Approved","OHM Cycles","Standard","low","medium","71.16","56.93","42172"
"12335","83","2788","43055","1","Approved","Solex","Touring","medium","large","2083.94","675.03","41533"
"12336","98","2653","43096","1","Approved","Trek Bicycles","Standard","high","medium","358.39","215.03","38002"
"12337","80","1117","42803","1","Approved","OHM Cycles","Touring","low","medium","1073.07","933.84","35455"
"12338","10","1168","43040",,"Approved","WeareA2B","Touring","medium","medium","1466.68","363.25","41701"
"12339","56","1528","42813","1","Approved","Norco Bicycles","Mountain","low","small","688.63","612.88","34244"
"12340","43","1152","43075",,"Approved","Solex","Standard","medium","medium","1151.96","649.49","36498"
"12341","51","1890","43055",,"Approved","OHM Cycles","Standard","high","medium","2005.66","1203.4","41009"
"12342","34","1570","42778",,"Approved","Norco Bicycles","Road","high","large","774.53","464.72","37698"
"12343","74","538","42878",,"Cancelled","WeareA2B","Standard","medium","medium","1228.07","400.91","35455"
"12344","0","72","42927",,"Approved",,,,,"311.57",,
"12345","55","1459","43001",,"Approved","Trek Bicycles","Road","medium","large","1894.19","598.76","37823"
"12346","4","424","42925","1","Approved","Solex","Standard","medium","medium","1483.2","99.59","36146"
"12347","0","172","42955","1","Approved",,,,,"899.92",,
"12348","5","2412","42822",,"Approved","Trek Bicycles","Mountain","low","medium","574.64","459.71","40784"
"12349","83","3074","42898",,"Approved","Solex","Touring","medium","large","2083.94","675.03","38339"
"12350","2","3111","42977","1","Approved","Solex","Standard","medium","medium","71.49","53.62","38573"
"12351","0","2023","43000",,"Approved","Solex","Standard","medium","large","202.62","151.96","42458"
"12352","85","1757","42870",,"Approved","WeareA2B","Standard","medium","medium","1228.07","400.91","36668"
"12353","87","1688","42875","1","Approved","Giant Bicycles","Standard","high","medium","1179","707.4","35667"
"12354","35","2161","43047","1","Approved","Trek Bicycles","Standard","low","medium","1057.51","154.4","34527"
"12355","4","654","42784",,"Approved","Giant Bicycles","Standard","high","medium","1129.13","677.48","38573"
"12356","41","487","42748","1","Approved","Solex","Road","medium","medium","416.98","312.74","35560"
"12357","67","3222","43084","1","Approved","Norco Bicycles","Road","medium","medium","544.05","376.84","38647"
"12358","25","73","42766",,"Approved","Giant Bicycles","Road","medium","medium","1538.99","829.65","33888"
"12359","2","2192","43043","1","Approved","Solex","Standard","medium","medium","71.49","53.62","41245"
"12360","92","932","42758",,"Approved","WeareA2B","Standard","medium","small","1415.01","1259.36","37626"
"12361","31","1762","42764",,"Approved","Giant Bicycles","Standard","medium","medium","230.91","173.18","35052"
"12362","30","1929","42925",,"Approved","Solex","Standard","high","medium","748.17","448.9","33552"
"12363","69","3093","42792",,"Approved","Norco Bicycles","Road","medium","large","1240.31","795.1","41533"
"12364","23","2496","42846","1","Approved","Norco Bicycles","Mountain","low","small","688.63","612.88","34244"
"12365","52","2906","42797",,"Approved","OHM Cycles","Road","medium","medium","1280.28","829.51","40779"
"12366","33","2934","43038",,"Approved","Giant Bicycles","Standard","medium","small","1311.44","1167.18","39427"
"12367","93","1820","43016","1","Approved","WeareA2B","Standard","medium","medium","1065.03","230.09","36833"
"12368","78","299","42942",,"Approved","Giant Bicycles","Standard","medium","large","1765.3","709.48","42226"
"12369","35","1316","42943",,"Approved","Giant Bicycles","Standard","medium","medium","1403.5","954.82","41167"
"12370","84","3223","43062","1","Approved","Trek Bicycles","Road","medium","medium","290.62","215.14","38206"
"12371","46","1494","43016","1","Approved","Solex","Standard","low","medium","1289.85","74.51","41009"
"12372","28","2232","43040",,"Approved","Norco Bicycles","Standard","medium","small","1216.14","1082.36","37337"
"12373","0","368","42949","1","Approved","Trek Bicycles","Standard","high","medium","495.72","297.43","42105"
"12374","95","971","42758","1","Approved","OHM Cycles","Touring","low","medium","1073.07","933.84","35455"
"12375","19","3116","42804","1","Approved","OHM Cycles","Road","high","large","12.01","7.21","39880"
"12376","89","1539","43034","1","Approved","WeareA2B","Touring","medium","large","1362.99","57.74","36833"
"12377","37","2442","42986","1","Approved","OHM Cycles","Standard","low","medium","1793.43","248.82","40336"
"12378","50","1365","42756",,"Approved","WeareA2B","Standard","medium","small","175.89","131.92","37668"
"12379","57","3351","42843","1","Approved","WeareA2B","Touring","medium","large","1890.39","260.14","33259"
"12380","54","1147","42747","1","Approved","WeareA2B","Standard","medium","medium","1807.45","778.69","33879"
"12381","51","198","42973",,"Approved","OHM Cycles","Standard","high","medium","2005.66","1203.4","41009"
"12382","9","217","42903","1","Approved","Norco Bicycles","Standard","medium","small","1216.14","1082.36","33455"
"12383","57","1475","42741",,"Approved","WeareA2B","Touring","medium","large","1890.39","260.14","34244"
"12384","78","3130","42923",,"Approved","Giant Bicycles","Standard","medium","large","1765.3","709.48","38193"
"12385","99","2824","42977",,"Approved","OHM Cycles","Standard","medium","medium","1227.34","770.89","34556"
"12386","23","1301","42782","1","Approved","Norco Bicycles","Mountain","low","small","688.63","612.88","34244"
"12387","64","3475","42811",,"Approved","Trek Bicycles","Standard","medium","large","1469.44","596.55","41047"
"12388","43","936","43067","1","Approved","Norco Bicycles","Standard","medium","medium","1555.58","818.01","37873"
"12389","83","3411","43069","1","Approved","Solex","Touring","medium","large","2083.94","675.03","41533"
"12390","67","1482","42963","1","Approved","Norco Bicycles","Road","medium","medium","544.05","376.84","38647"
"12391","60","2885","42833","1","Approved","Giant Bicycles","Standard","high","small","1977.36","1759.85","41047"
"12392","53","76","42815",,"Approved","Giant Bicycles","Standard","high","medium","1274.93","764.96","39880"
"12393","61","2935","42747",,"Approved","OHM Cycles","Standard","low","medium","71.16","56.93","42172"
"12394","0","1696","42819","1","Approved","Trek Bicycles","Standard","high","medium","495.72","297.43","42105"
"12395","29","850","42885",,"Approved","Norco Bicycles","Road","medium","medium","543.39","407.54","42696"
"12396","0","1833","42865",,"Approved","Norco Bicycles","Standard","low","medium","363.01","290.41","42458"
"12397","39","1180","43040",,"Approved","Giant Bicycles","Standard","medium","large","1812.75","582.48","40336"
"12398","18","2610","42987","1","Approved","Solex","Standard","medium","medium","575.27","431.45","41345"
"12399","100","1670","43039","1","Approved","Norco Bicycles","Road","medium","medium","1036.59","206.35","33364"
"12400","48","557","42774","1","Approved","WeareA2B","Standard","medium","medium","1762.96","950.52","41064"
"12401","89","2080","42768","1","Approved","Giant Bicycles","Standard","medium","large","1812.75","582.48","40336"
"12402","50","642","42749","1","Approved","WeareA2B","Standard","medium","small","175.89","131.92","37668"
"12403","4","2007","42912",,"Approved","Giant Bicycles","Standard","high","medium","1129.13","677.48","38258"
"12404","20","1106","42808","1","Approved","Trek Bicycles","Standard","medium","small","1775.81","1580.47","40303"
"12405","92","350","42882","1","Approved","WeareA2B","Standard","medium","small","1415.01","1259.36","37539"
"12406","41","1802","42909",,"Approved","Solex","Road","medium","medium","416.98","312.74","35560"
"12407","77","1003","42915","1","Approved","WeareA2B","Standard","medium","medium","1769.64","108.76","40672"
"12408","30","3237","42738",,"Approved","Solex","Standard","high","medium","748.17","448.9","42105"
"12409","33","115","43084",,"Approved","Giant Bicycles","Standard","medium","small","1311.44","1167.18","33888"
"12410","55","325","42924",,"Approved","Trek Bicycles","Road","medium","large","1894.19","598.76","34143"
"12411","2","2638","42957",,"Approved","Solex","Standard","medium","medium","71.49","53.62","40784"
"12412","3","244","42754",,"Approved","Trek Bicycles","Standard","medium","large","2091.47","388.92","41167"
"12413","52","634","42899",,"Approved","OHM Cycles","Road","medium","medium","1280.28","829.51","37220"
"12414","3","1095","43071",,"Approved","Trek Bicycles","Standard","medium","large","2091.47","388.92","41009"
"12415","19","3447","42912","1","Approved","Trek Bicycles","Mountain","low","medium","574.64","459.71","40784"
"12416","49","1613","42891","1","Approved","Trek Bicycles","Road","medium","medium","533.51","400.13","41064"
"12417","85","745","43088","1","Approved","WeareA2B","Standard","medium","medium","752.64","205.36","37626"
"12418","38","1808","42831",,"Approved","Trek Bicycles","Standard","medium","large","2091.47","388.92","39526"
"12419","69","50","42828","1","Approved","Giant Bicycles","Road","medium","medium","792.9","594.68","34996"
"12420","88","1395","42791",,"Approved","Norco Bicycles","Standard","high","small","1661.92","1479.11","34244"
"12421","100","2174","42796",,"Approved","Trek Bicycles","Standard","medium","small","1386.84","1234.29","37838"
"12422","78","2552","42736",,"Approved","Giant Bicycles","Standard","medium","large","1765.3","709.48","41533"
"12423","38","2569","42931","1","Approved","Solex","Standard","medium","medium","1577.53","826.51","40618"
"12424","72","752","42796","1","Approved","OHM Cycles","Standard","medium","medium","912.52","141.4","42295"
"12425","25","159","42799","1","Approved","Giant Bicycles","Road","medium","medium","1538.99","829.65","42404"
"12426","46","513","42847",,"Approved","Solex","Standard","low","medium","1289.85","74.51","39427"
"12427","33","2983","42738","1","Approved","Giant Bicycles","Standard","medium","small","1311.44","1167.18","41009"
"12428","48","1484","42791","1","Approved","WeareA2B","Standard","medium","medium","1762.96","950.52","41848"
"12429","48","519","42994","1","Approved","WeareA2B","Standard","medium","medium","1762.96","950.52","37823"
"12430","7","599","42973","1","Approved","Trek Bicycles","Road","low","medium","980.37","234.43","38693"
"12431","86","2564","43052",,"Approved","OHM Cycles","Standard","medium","medium","235.63","125.07","38206"
"12432","0","1760","42810","1","Approved","Trek Bicycles","Road","medium","medium","290.62","215.14","38339"
"12433","22","2611","42946","1","Approved","WeareA2B","Standard","medium","medium","60.34","45.26","34165"
"12434","36","3499","42850",,"Approved","Solex","Standard","low","medium","945.04","507.58","38750"
"12435","45","1611","42815",,"Approved","Trek Bicycles","Road","low","medium","980.37","234.43","38258"
"12436","29","2219","42788","1","Approved","WeareA2B","Standard","medium","medium","1065.03","230.09","33364"
"12437","17","718","42998","1","Approved","Solex","Standard","high","medium","1024.66","614.8","42404"
"12438","100","1751","42838","1","Approved","Norco Bicycles","Road","medium","medium","1036.59","206.35","33364"
"12439","0","842","43044","1","Approved","OHM Cycles","Road","high","large","12.01","7.21","39880"
"12440","97","211","42752",,"Approved","Solex","Standard","medium","large","202.62","151.96","33364"
"12441","95","4","42828",,"Approved","Giant Bicycles","Standard","medium","large","569.56","528.43","37874"
"12442","32","116","42918","1","Approved","Giant Bicycles","Standard","medium","medium","642.7","211.37","37337"
"12443","4","3253","43094",,"Approved","Solex","Standard","medium","medium","1483.2","99.59","41047"
"12444","57","1182","43028","1","Approved","WeareA2B","Touring","medium","large","1890.39","260.14","34170"
"12445","14","683","42756",,"Approved","Trek Bicycles","Standard","medium","small","1386.84","1234.29","34165"
"12446","25","1769","43063",,"Approved","Giant Bicycles","Road","medium","medium","1538.99","829.65","37337"
"12447","33","1891","42913","1","Approved","Giant Bicycles","Standard","medium","small","1311.44","1167.18","38991"
"12448","74","1613","42997",,"Approved","WeareA2B","Standard","medium","medium","1228.07","400.91","36668"
"12449","61","70","43079","1","Approved","OHM Cycles","Standard","low","medium","71.16","56.93","42172"
"12450","36","1861","42763",,"Approved","Solex","Standard","low","medium","945.04","507.58","39526"
"12451","11","2018","42853","1","Approved","Giant Bicycles","Standard","high","medium","1274.93","764.96","39298"
"12452","45","805","42936","1","Approved","Solex","Standard","medium","medium","441.49","84.99","34071"
"12453","12","151","43099",,"Approved","WeareA2B","Standard","medium","medium","1231.15","161.6","40487"
"12454","99","3300","43084",,"Approved","OHM Cycles","Standard","medium","medium","1227.34","770.89","34556"
"12455","65","1947","42847",,"Approved","WeareA2B","Standard","medium","medium","1807.45","778.69","42145"
"12456","83","712","42996",,"Approved","Solex","Touring","medium","large","2083.94","675.03","41533"
"12457","0","1221","42767",,"Approved","Giant Bicycles","Standard","medium","medium","230.91","173.18","33888"
"12458","7","1602","42875",,"Approved","Trek Bicycles","Road","low","medium","980.37","234.43","38258"
"12459","69","1461","42810",,"Approved","Giant Bicycles","Road","medium","medium","792.9","594.68","38859"
"12460","60","3266","42957",,"Approved","Giant Bicycles","Standard","high","small","1977.36","1759.85","41047"
"12461","0","2968","42772","1","Approved","Giant Bicycles","Standard","medium","medium","230.91","173.18","39031"
"12462","0","870","43038",,"Approved",,,,,"162.87",,
"12463","36","1987","42787",,"Approved","Solex","Standard","low","medium","945.04","507.58","35052"
"12464","72","1467","43067","1","Approved","Norco Bicycles","Standard","medium","medium","360.4","270.3","38859"
"12465","23","2165","43034",,"Approved","Norco Bicycles","Mountain","low","small","688.63","612.88","34244"
"12466","96","2444","43055",,"Approved","Giant Bicycles","Standard","medium","large","1635.3","993.66","41434"
"12467","36","1475","43022",,"Approved","Solex","Standard","low","medium","945.04","507.58","38258"
"12468","84","3251","42912",,"Approved","Giant Bicycles","Road","medium","medium","792.9","594.68","38859"
"12469","28","256","43024","1","Approved","Solex","Road","medium","small","1703.52","1516.13","39298"
"12470","51","2967","42770","1","Approved","OHM Cycles","Standard","high","medium","2005.66","1203.4","37220"
"12471","87","2492","43060",,"Approved","OHM Cycles","Standard","medium","medium","1636.9","44.71","40410"
"12472","9","2088","42832",,"Approved","OHM Cycles","Road","medium","medium","742.54","667.4","37838"
"12473","0","2422","42908",,"Approved","Trek Bicycles","Road","medium","medium","533.51","400.13","41064"
"12474","61","2910","42867",,"Approved","OHM Cycles","Standard","low","medium","71.16","56.93","33879"
"12475","73","3173","43054",,"Approved","Solex","Standard","medium","medium","1945.43","333.18","33429"
"12476","41","171","42818","1","Approved","Solex","Road","medium","medium","416.98","312.74","34165"
"12477","61","700","42852",,"Approved","OHM Cycles","Standard","low","medium","71.16","56.93","42172"
"12478","33","1683","42879","1","Approved","Giant Bicycles","Standard","medium","small","1311.44","1167.18","38750"
"12479","70","3329","43081","1","Approved","Norco Bicycles","Road","medium","medium","1036.59","206.35","33364"
"12480","9","2519","42925","1","Approved","OHM Cycles","Road","medium","medium","742.54","667.4","42560"
"12481","48","2653","42898","1","Approved","WeareA2B","Standard","medium","medium","1762.96","950.52","41848"
"12482","52","2193","43016","1","Approved","OHM Cycles","Road","medium","medium","1280.28","829.51","33259"
"12483","45","308","43070","1","Approved","Trek Bicycles","Road","low","medium","980.37","234.43","38258"
"12484","65","1435","42870",,"Approved","WeareA2B","Standard","medium","medium","1807.45","778.69","33879"
"12485","85","2805","42736","1","Approved","WeareA2B","Standard","medium","medium","1228.07","400.91","36668"
"12486","44","3194","42972","1","Cancelled","WeareA2B","Standard","medium","medium","1769.64","108.76","40672"
"12487","32","1324","42832",,"Cancelled","Giant Bicycles","Standard","medium","medium","642.7","211.37","37337"
"12488","31","1035","43086","1","Approved","Giant Bicycles","Standard","medium","medium","230.91","173.18","37337"
"12489","50","1130","42982",,"Approved","WeareA2B","Standard","medium","small","175.89","131.92","37668"
"12490","46","3403","42767",,"Approved","Solex","Standard","low","medium","1289.85","74.51","38991"
"12491","59","2081","42800","1","Approved","Solex","Standard","medium","large","1061.56","733.58","34170"
"12492","1","2568","42798","1","Approved","Giant Bicycles","Standard","medium","medium","1403.5","954.82","42688"
"12493","88","216","43083","1","Approved","Norco Bicycles","Standard","high","small","1661.92","1479.11","34586"
"12494","12","3295","42825","1","Approved","Giant Bicycles","Standard","medium","large","1765.3","709.48","38193"
"12495","45","1277","42805",,"Approved","Solex","Standard","medium","medium","441.49","84.99","37220"
"12496","23","2742","43004",,"Approved","Norco Bicycles","Standard","medium","medium","1198.46","381.1","36833"
"12497","83","941","42915",,"Approved","Solex","Touring","medium","large","2083.94","675.03","33455"
"12498","17","3267","43011","1","Approved","WeareA2B","Touring","medium","large","1362.99","57.74","37874"
"12499","14","3286","42966","1","Approved","Trek Bicycles","Standard","medium","small","1386.84","1234.29","37838"
"12500","25","2813","42765",,"Approved","Giant Bicycles","Road","medium","medium","1538.99","829.65","33888"
"12501","95","343","42833","1","Approved","Giant Bicycles","Standard","medium","large","569.56","528.43","37874"
"12502","20","1015","42849",,"Approved","Trek Bicycles","Standard","medium","small","1775.81","1580.47","40303"
"12503","21","2791","43062",,"Approved","Solex","Standard","medium","large","1071.23","380.74","35160"
"12504","43","1030","42885",,"Approved","Solex","Standard","medium","medium","1151.96","649.49","36498"
"12505","12","1777","42969",,"Approved","WeareA2B","Standard","medium","medium","1231.15","161.6","38216"
"12506","93","87","42832",,"Approved","WeareA2B","Standard","medium","medium","1065.03","230.09","36833"
"12507","47","1819","42750",,"Approved","Trek Bicycles","Road","low","small","1720.7","1531.42","37220"
"12508","48","2528","43023","1","Approved","WeareA2B","Standard","medium","medium","1762.96","950.52","41848"
"12509","38","196","42825",,"Approved","Trek Bicycles","Standard","medium","large","2091.47","388.92","41167"
"12510","52","2195","42911",,"Approved","OHM Cycles","Road","medium","medium","1280.28","829.51","33259"
"12511","81","583","43020","1","Approved","Norco Bicycles","Standard","medium","small","586.45","521.94","33429"
"12512","57","1452","42937","1","Approved","WeareA2B","Touring","medium","large","1890.39","260.14","33259"
"12513","42","2992","42791","1","Approved","OHM Cycles","Road","medium","small","1810","1610.9","37668"
"12514","31","908","43010","1","Approved","Giant Bicycles","Standard","medium","medium","230.91","173.18","37337"
"12515","80","1059","42951","1","Approved","Trek Bicycles","Standard","medium","large","1469.44","596.55","41047"
"12516","49","2962","43022",,"Approved","Trek Bicycles","Road","medium","medium","533.51","400.13","35707"
"12517","0","2306","43093","1","Approved","Giant Bicycles","Standard","medium","large","569.56","528.43","38002"
"12518","0","2281","42852","1","Approved","Trek Bicycles","Standard","high","medium","358.39","215.03","38002"
"12519","6","565","42995",,"Approved","OHM Cycles","Standard","high","medium","227.88","136.73","39298"
"12520","97","3346","42862",,"Approved","OHM Cycles","Road","medium","medium","742.54","667.4","33549"
"12521","30","2508","42894","1","Approved","Solex","Standard","high","medium","748.17","448.9","42105"
"12522","6","741","42951",,"Approved","OHM Cycles","Standard","high","medium","227.88","136.73","37659"
"12523","80","2513","42798",,"Approved","OHM Cycles","Touring","low","medium","1073.07","933.84","35455"
"12524","47","1960","43030","1","Approved","Trek Bicycles","Road","low","small","1720.7","1531.42","37668"
"12525","10","2095","42791",,"Approved","WeareA2B","Touring","medium","medium","1466.68","363.25","41701"
"12526","23","266","43067","1","Approved","Norco Bicycles","Mountain","low","small","688.63","612.88","34244"
"12527","78","1317","42864",,"Approved","Giant Bicycles","Standard","medium","large","1765.3","709.48","42458"
"12528","8","1143","42740",,"Approved","Solex","Road","medium","small","1703.52","1516.13","38216"
"12529","28","2152","43033",,"Approved","Norco Bicycles","Standard","medium","small","1216.14","1082.36","33552"
"12530","75","1736","42890","1","Approved","Giant Bicycles","Touring","medium","large","1873.97","863.95","38859"
"12531","50","2484","43072","1","Approved","WeareA2B","Standard","medium","small","175.89","131.92","41009"
"12532","54","960","42784","1","Approved","WeareA2B","Standard","medium","medium","1292.84","13.44","34170"
"12533","81","926","42932",,"Approved","Norco Bicycles","Standard","medium","small","586.45","521.94","33429"
"12534","21","369","42796","1","Approved","Solex","Standard","medium","large","1071.23","380.74","42696"
"12535","0","2972","42981",,"Approved","Norco Bicycles","Standard","medium","medium","360.4","270.3","42710"
"12536","2","2693","43043",,"Approved","Giant Bicycles","Road","low","small","590.26","525.33","33879"
"12537","50","85","42744",,"Approved","WeareA2B","Standard","medium","small","175.89","131.92","37668"
"12538","14","3224","42743",,"Approved","Trek Bicycles","Standard","medium","small","1386.84","1234.29","37838"
"12539","35","428","43048",,"Approved","Giant Bicycles","Standard","medium","medium","1403.5","954.82","40784"
"12540","51","140","42855","1","Approved","OHM Cycles","Standard","high","medium","2005.66","1203.4","41009"
"12541","74","1708","42746",,"Approved","WeareA2B","Standard","medium","medium","1762.96","950.52","42688"
"12542","99","1402","42909","1","Approved","OHM Cycles","Standard","medium","medium","1227.34","770.89","34556"
"12543","91","2652","43049",,"Approved","Solex","Standard","medium","medium","100.35","75.26","41434"
"12544","36","3062","42736",,"Approved","Solex","Standard","low","medium","945.04","507.58","35052"
"12545","88","2728","42856","1","Approved","Norco Bicycles","Standard","high","small","1661.92","1479.11","34586"
"12546","95","1077","42868",,"Approved","Giant Bicycles","Standard","medium","large","569.56","528.43","38002"
"12547","42","805","42828","1","Approved","OHM Cycles","Road","medium","small","1810","1610.9","39526"
"12548","63","2637","42748","1","Approved","Solex","Standard","medium","medium","1483.2","99.59","40487"
"12549","66","2728","42938",,"Approved","Solex","Standard","medium","medium","1163.89","589.27","42560"
"12550","35","2247","42912","1","Approved","Giant Bicycles","Standard","medium","medium","1403.5","954.82","42688"
"12551","52","2045","42909","1","Cancelled","Solex","Road","medium","large","1777.8","820.78","40670"
"12552","0","2868","43074","1","Approved","OHM Cycles","Standard","high","medium","227.88","136.73","37659"
"12553","88","3044","43095",,"Approved","Norco Bicycles","Standard","medium","medium","1198.46","381.1","37626"
"12554","46","1634","42903",,"Approved","Solex","Standard","low","medium","1289.85","74.51","39427"
"12555","72","3150","43012",,"Approved","Norco Bicycles","Standard","medium","medium","360.4","270.3","42710"
"12556","73","2194","42779",,"Approved","Solex","Standard","medium","medium","1945.43","333.18","37873"
"12557","0","443","42886",,"Approved","WeareA2B","Standard","medium","small","175.89","131.92","41009"
"12558","2","1764","43097","1","Approved","Solex","Standard","medium","medium","71.49","53.62","37659"
"12559","89","281","42770",,"Approved","Giant Bicycles","Standard","medium","large","1812.75","582.48","40336"
"12560","55","211","42927",,"Approved","Trek Bicycles","Road","medium","large","1894.19","598.76","37823"
"12561","73","2823","42945",,"Approved","Solex","Standard","medium","medium","1945.43","333.18","37499"
"12562","71","2996","43018","1","Approved","Solex","Standard","high","large","1842.92","1105.75","34996"
"12563","83","3269","43064",,"Approved","Solex","Touring","medium","large","2083.94","675.03","41533"
"12564","70","359","43073","1","Approved","Trek Bicycles","Standard","high","medium","495.72","297.43","40553"
"12565","60","1500","43056","1","Approved","Giant Bicycles","Standard","high","small","1977.36","1759.85","40779"
"12566","69","2943","42922","1","Approved","Norco Bicycles","Road","medium","large","1240.31","795.1","40553"
"12567","1","1832","42991","1","Approved","Giant Bicycles","Standard","medium","medium","1403.5","954.82","42688"
"12568","84","2804","42763",,"Approved","Trek Bicycles","Road","medium","medium","290.62","215.14","42218"
"12569","80","760","42845","1","Approved","OHM Cycles","Touring","low","medium","1073.07","933.84","38339"
"12570","98","1935","42785",,"Approved","Trek Bicycles","Standard","high","medium","358.39","215.03","38002"
"12571","27","2910","42779",,"Approved","Trek Bicycles","Standard","medium","medium","499.53","388.72","33455"
"12572","70","3486","43090","1","Approved","Trek Bicycles","Standard","high","medium","495.72","297.43","42105"
"12573","10","2793","42780",,"Approved","WeareA2B","Touring","medium","medium","1466.68","363.25","42560"
"12574","16","1811","42876",,"Approved","Norco Bicycles","Standard","high","small","1661.92","1479.11","34586"
"12575","27","2045","42785",,"Approved","Trek Bicycles","Standard","low","medium","1057.51","154.4","34527"
"12576","28","293","42774",,"Approved","Norco Bicycles","Standard","medium","small","1216.14","1082.36","37337"
"12577","68","2644","43039",,"Approved","OHM Cycles","Standard","medium","medium","1636.9","44.71","40410"
"12578","71","2542","42965",,"Approved","Solex","Standard","high","large","1842.92","1105.75","38859"
"12579","1","323","42997",,"Approved","Giant Bicycles","Standard","medium","medium","1403.5","954.82","42688"
"12580","26","425","42903","1","Approved","WeareA2B","Standard","medium","medium","1992.93","762.63","33455"
"12581","82","1210","42983","1","Approved","Norco Bicycles","Standard","high","medium","1148.64","689.18","42226"
"12582","92","1927","43009","1","Approved","WeareA2B","Standard","medium","small","1415.01","1259.36","38002"
"12583","39","2201","42958","1","Approved","Giant Bicycles","Standard","medium","large","1812.75","582.48","39427"
"12584","34","619","42759","1","Approved","Norco Bicycles","Road","high","large","774.53","464.72","37698"
"12585","59","828","42977",,"Approved","Solex","Standard","medium","large","1061.56","733.58","38647"
"12586","6","696","42814","1","Approved","OHM Cycles","Standard","high","medium","227.88","136.73","39298"
"12587","5","2952","43072","1","Approved","Giant Bicycles","Standard","high","medium","1129.13","677.48","38216"
"12588","88","3320","42825",,"Approved","Norco Bicycles","Standard","high","small","1661.92","1479.11","34586"
"12589","35","1406","43071","1","Approved","Giant Bicycles","Standard","medium","medium","1403.5","954.82","42688"
"12590","68","1303","43029","1","Approved","OHM Cycles","Standard","medium","medium","1636.9","44.71","40410"
"12591","18","483","42814",,"Approved","Solex","Standard","medium","medium","575.27","431.45","41345"
"12592","32","2522","42938",,"Approved","Giant Bicycles","Standard","high","medium","1179","707.4","35667"
"12593","72","1227","42842","1","Approved","Norco Bicycles","Standard","medium","medium","360.4","270.3","35455"
"12594","46","1253","43095","1","Approved","Solex","Standard","low","medium","1289.85","74.51","39427"
"12595","3","2484","42982",,"Approved","Trek Bicycles","Standard","medium","large","2091.47","388.92","40649"
"12596","33","1134","43096","1","Approved","Giant Bicycles","Standard","medium","small","1311.44","1167.18","33888"
"12597","97","2210","42813",,"Approved","OHM Cycles","Road","medium","medium","742.54","667.4","33549"
"12598","75","599","42860","1","Approved","Giant Bicycles","Touring","medium","large","1873.97","863.95","40553"
"12599","66","817","42747","1","Approved","Giant Bicycles","Road","low","small","590.26","525.33","40410"
"12600","47","1905","42803","1","Approved","Trek Bicycles","Road","low","small","1720.7","1531.42","38991"
"12601","13","1410","42940","1","Approved","Solex","Standard","medium","medium","1577.53","826.51","33259"
"12602","85","2226","43050","1","Approved","WeareA2B","Standard","medium","medium","752.64","205.36","42218"
"12603","100","945","42969","1","Approved","Trek Bicycles","Standard","medium","small","1386.84","1234.29","37539"
"12604","66","1394","42858",,"Approved","Giant Bicycles","Road","low","small","590.26","525.33","38647"
"12605","76","2181","42791","1","Approved","WeareA2B","Standard","low","medium","642.31","513.85","38193"
"12606","72","1600","43036","1","Approved","OHM Cycles","Standard","medium","medium","912.52","141.4","42295"
"12607","1","1307","43009",,"Approved","Giant Bicycles","Touring","medium","large","1873.97","863.95","38859"
"12608","79","1619","42928","1","Approved","Norco Bicycles","Standard","medium","medium","1555.58","818.01","42226"
"12609","39","2580","42818",,"Approved","Giant Bicycles","Standard","medium","large","1812.75","582.48","38991"
"12610","43","916","42973","1","Approved","Solex","Standard","medium","medium","1151.96","649.49","36498"
"12611","76","920","42792","1","Approved","WeareA2B","Standard","low","medium","642.31","513.85","42226"
"12612","19","1641","42965",,"Approved","OHM Cycles","Road","high","large","12.01","7.21","39880"
"12613","0","2284","42831","1","Approved","Giant Bicycles","Standard","medium","large","569.56","528.43","37874"
"12614","95","3356","42852","1","Approved","Giant Bicycles","Standard","medium","large","569.56","528.43","37539"
"12615","54","3447","42973","1","Approved","WeareA2B","Standard","medium","medium","1807.45","778.69","42145"
"12616","57","2449","42763","1","Approved","WeareA2B","Touring","medium","large","1890.39","260.14","33259"
"12617","44","3024","42739",,"Approved","WeareA2B","Standard","medium","medium","1769.64","108.76","40672"
"12618","28","2092","43050",,"Approved","Solex","Road","medium","small","1703.52","1516.13","40649"
"12619","70","492","42771","1","Approved","Trek Bicycles","Standard","high","medium","495.72","297.43","42105"
